age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,education_compact,education_compact_num,us,married
23,Private,Some_college,10,Separated,Sales,Own_child,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
43,Self_emp_not_inc,Some_college,10,Never_married,Transport_moving,Not_in_family,Black,Male,0,0,30,United_States,<=50K,High school or GED,1,1,0
29,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Craft_repair,Husband,Amer_Indian_Eskimo,Male,0,1485,60,United_States,>50K,High school or GED,1,1,1
59,Private,10th,6,Widowed,Other_service,Other_relative,Asian_Pac_Islander,Female,0,0,40,Philippines,<=50K,No degree,0,0,0
18,Private,Some_college,10,Never_married,Other_service,Own_child,Black,Male,0,0,35,Unknown,<=50K,High school or GED,1,0,0
28,Private,HS_grad,9,Never_married,Exec_managerial,Own_child,White,Male,0,0,32,United_States,<=50K,High school or GED,1,1,0
17,Private,11th,7,Never_married,Adm_clerical,Own_child,White,Female,0,0,15,United_States,<=50K,No degree,0,1,0
53,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,>50K,High school or GED,1,1,1
22,Private,5th_6th,3,Never_married,Priv_house_serv,Other_relative,White,Female,0,0,40,El_Salvador,<=50K,No degree,0,0,0
63,Private,HS_grad,9,Married_spouse_absent,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
32,Private,Masters,14,Married_civ_spouse,Sales,Wife,White,Female,0,0,45,United_States,>50K,Master's,4,1,1
40,Local_gov,HS_grad,9,Never_married,Adm_clerical,Unmarried,Black,Female,0,0,35,United_States,<=50K,High school or GED,1,1,0
61,Self_emp_not_inc,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,50,England,>50K,Professional school,5,0,1
35,Private,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,0,1408,40,United_States,<=50K,High school or GED,1,1,0
43,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,Asian_Pac_Islander,Male,0,0,50,Philippines,<=50K,Bachelor's,3,0,1
20,Unknown,Some_college,10,Never_married,Unknown,Own_child,Asian_Pac_Islander,Female,0,1602,40,Taiwan,<=50K,High school or GED,1,0,0
48,Self_emp_not_inc,Some_college,10,Divorced,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
56,State_gov,Bachelors,13,Widowed,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,<=50K,Bachelor's,3,1,0
51,Federal_gov,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
34,Private,Some_college,10,Never_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
44,Private,Some_college,10,Married_civ_spouse,Sales,Husband,Asian_Pac_Islander,Male,0,1902,40,United_States,>50K,High school or GED,1,1,1
61,Private,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,Unknown,>50K,Master's,4,0,1
37,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,44,United_States,>50K,High school or GED,1,1,1
36,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,1977,40,United_States,>50K,Bachelor's,3,1,1
34,Private,Some_college,10,Separated,Machine_op_inspct,Not_in_family,Other,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
23,Private,Some_college,10,Never_married,Sales,Own_child,White,Female,0,0,25,United_States,<=50K,High school or GED,1,1,0
63,Federal_gov,Masters,14,Divorced,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,>50K,Master's,4,1,0
63,Unknown,HS_grad,9,Widowed,Unknown,Not_in_family,Black,Female,0,0,11,United_States,<=50K,High school or GED,1,1,0
47,Local_gov,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,1977,41,United_States,>50K,Master's,4,1,1
55,Self_emp_inc,HS_grad,9,Divorced,Sales,Unmarried,White,Female,0,0,50,United_States,>50K,High school or GED,1,1,0
31,Local_gov,Bachelors,13,Never_married,Protective_serv,Own_child,Black,Male,0,0,48,United_States,<=50K,Bachelor's,3,1,0
27,Private,Some_college,10,Divorced,Other_service,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
58,Private,Bachelors,13,Divorced,Adm_clerical,Not_in_family,White,Female,14084,0,40,United_States,>50K,Bachelor's,3,1,0
28,Local_gov,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,48,United_States,<=50K,High school or GED,1,1,1
52,Private,7th_8th,4,Divorced,Machine_op_inspct,Not_in_family,White,Female,0,0,64,United_States,<=50K,No degree,0,1,0
31,Federal_gov,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,Black,Male,0,0,50,United_States,<=50K,High school or GED,1,1,1
53,Private,Some_college,10,Divorced,Adm_clerical,Unmarried,White,Female,0,0,38,United_States,<=50K,High school or GED,1,1,0
43,Private,Some_college,10,Divorced,Tech_support,Not_in_family,White,Female,0,0,50,United_States,<=50K,High school or GED,1,1,0
43,Local_gov,HS_grad,9,Married_spouse_absent,Farming_fishing,Unmarried,Black,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
50,Self_emp_inc,Masters,14,Divorced,Exec_managerial,Not_in_family,White,Male,0,0,80,United_States,>50K,Master's,4,1,0
68,Unknown,HS_grad,9,Married_civ_spouse,Unknown,Husband,White,Male,0,0,35,United_States,<=50K,High school or GED,1,1,1
37,Private,11th,7,Married_civ_spouse,Other_service,Husband,White,Male,0,0,40,United_States,<=50K,No degree,0,1,1
26,Private,HS_grad,9,Divorced,Machine_op_inspct,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
22,Private,11th,7,Never_married,Sales,Not_in_family,White,Female,0,0,40,United_States,<=50K,No degree,0,1,0
22,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,55,United_States,<=50K,High school or GED,1,1,1
59,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,15024,0,50,United_States,>50K,High school or GED,1,1,1
30,Private,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
24,Private,HS_grad,9,Separated,Other_service,Not_in_family,White,Female,0,0,55,United_States,<=50K,High school or GED,1,1,0
30,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
50,Local_gov,Bachelors,13,Divorced,Protective_serv,Not_in_family,White,Male,0,0,40,United_States,>50K,Bachelor's,3,1,0
38,Private,12th,8,Married_civ_spouse,Other_service,Husband,White,Male,3942,0,40,United_States,<=50K,No degree,0,1,1
29,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
76,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,1424,0,24,United_States,<=50K,High school or GED,1,1,1
21,Private,Assoc_voc,11,Never_married,Craft_repair,Unmarried,White,Male,0,0,40,United_States,<=50K,Associate's,2,1,0
65,Private,Some_college,10,Widowed,Other_service,Unmarried,White,Female,0,0,24,United_States,<=50K,High school or GED,1,1,0
43,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,45,United_States,>50K,High school or GED,1,1,1
29,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Wife,White,Female,0,0,24,United_States,<=50K,Bachelor's,3,1,1
32,Private,Bachelors,13,Never_married,Sales,Not_in_family,White,Male,0,0,45,United_States,<=50K,Bachelor's,3,1,0
37,Private,Assoc_acdm,12,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,65,United_States,>50K,Associate's,2,1,1
64,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,16,United_States,<=50K,High school or GED,1,1,1
49,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,>50K,High school or GED,1,1,1
44,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,>50K,Bachelor's,3,1,1
68,Unknown,HS_grad,9,Married_civ_spouse,Unknown,Husband,White,Male,1409,0,15,United_States,<=50K,High school or GED,1,1,1
34,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,7688,0,40,United_States,>50K,Bachelor's,3,1,1
35,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,36,United_States,<=50K,High school or GED,1,1,1
53,Private,Some_college,10,Divorced,Adm_clerical,Not_in_family,White,Female,0,0,43,United_States,<=50K,High school or GED,1,1,0
24,Private,Assoc_voc,11,Never_married,Sales,Unmarried,Asian_Pac_Islander,Male,0,0,50,South_Korea,<=50K,Associate's,2,0,0
31,Private,Some_college,10,Divorced,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
25,Private,Some_college,10,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,38,United_States,<=50K,High school or GED,1,1,1
36,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,45,United_States,<=50K,High school or GED,1,1,1
29,Private,Some_college,10,Never_married,Sales,Not_in_family,White,Male,0,0,60,United_States,<=50K,High school or GED,1,1,0
37,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,50,United_States,>50K,High school or GED,1,1,1
42,Self_emp_not_inc,Doctorate,16,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,45,United_States,<=50K,Doctorate,6,1,0
30,Private,HS_grad,9,Divorced,Craft_repair,Not_in_family,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
32,Self_emp_inc,Some_college,10,Never_married,Exec_managerial,Not_in_family,White,Male,0,0,70,Cuba,<=50K,High school or GED,1,0,0
47,Self_emp_not_inc,Bachelors,13,Never_married,Exec_managerial,Not_in_family,Black,Male,10520,0,45,United_States,>50K,Bachelor's,3,1,0
44,Private,HS_grad,9,Divorced,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,>50K,High school or GED,1,1,0
19,Private,HS_grad,9,Never_married,Sales,Own_child,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
22,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,48,United_States,<=50K,High school or GED,1,1,1
51,Private,9th,5,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,50,United_States,>50K,No degree,0,1,1
69,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,16,United_States,<=50K,High school or GED,1,1,1
73,Unknown,11th,7,Married_civ_spouse,Unknown,Husband,White,Male,0,0,8,United_States,<=50K,No degree,0,1,1
18,Unknown,11th,7,Never_married,Unknown,Other_relative,White,Female,0,0,20,United_States,<=50K,No degree,0,1,0
33,Self_emp_not_inc,HS_grad,9,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
22,Local_gov,Some_college,10,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,55,United_States,<=50K,High school or GED,1,1,0
33,Private,Bachelors,13,Never_married,Tech_support,Not_in_family,White,Female,0,0,45,United_States,>50K,Bachelor's,3,1,0
20,Federal_gov,Some_college,10,Never_married,Adm_clerical,Other_relative,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
28,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
25,Private,HS_grad,9,Never_married,Handlers_cleaners,Not_in_family,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
27,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Male,0,0,48,United_States,<=50K,High school or GED,1,1,0
22,Private,HS_grad,9,Never_married,Transport_moving,Own_child,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
67,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,35,United_States,<=50K,High school or GED,1,1,1
31,Self_emp_inc,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
36,Unknown,Some_college,10,Never_married,Unknown,Unmarried,White,Female,0,0,25,United_States,<=50K,High school or GED,1,1,0
43,Federal_gov,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,Asian_Pac_Islander,Male,0,0,50,India,>50K,Professional school,5,0,1
33,Private,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,<=50K,Bachelor's,3,1,0
37,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Prof_specialty,Wife,White,Female,0,0,35,United_States,>50K,High school or GED,1,1,1
27,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,Black,Male,0,0,60,United_States,<=50K,High school or GED,1,1,1
36,Private,Some_college,10,Never_married,Transport_moving,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
33,Private,Assoc_acdm,12,Divorced,Sales,Not_in_family,White,Female,0,0,45,United_States,<=50K,Associate's,2,1,0
63,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,15024,0,40,Iran,>50K,Bachelor's,3,0,1
48,Private,Bachelors,13,Divorced,Other_service,Unmarried,White,Female,0,0,56,United_States,>50K,Bachelor's,3,1,0
25,Private,HS_grad,9,Never_married,Handlers_cleaners,Other_relative,White,Male,0,0,45,United_States,<=50K,High school or GED,1,1,0
41,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Other_service,Husband,White,Male,0,0,10,United_States,<=50K,High school or GED,1,1,1
26,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
23,Private,Some_college,10,Never_married,Adm_clerical,Own_child,Black,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
33,State_gov,HS_grad,9,Never_married,Other_service,Unmarried,Black,Female,1831,0,40,United_States,<=50K,High school or GED,1,1,0
30,State_gov,Masters,14,Married_civ_spouse,Prof_specialty,Husband,Asian_Pac_Islander,Male,0,0,17,Taiwan,<=50K,Master's,4,0,1
67,Self_emp_not_inc,HS_grad,9,Widowed,Other_service,Not_in_family,White,Female,0,0,20,United_States,<=50K,High school or GED,1,1,0
32,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,55,United_States,>50K,High school or GED,1,1,1
48,Self_emp_not_inc,HS_grad,9,Divorced,Craft_repair,Not_in_family,White,Male,0,0,60,United_States,>50K,High school or GED,1,1,0
51,Private,HS_grad,9,Widowed,Other_service,Not_in_family,White,Female,0,0,24,United_States,<=50K,High school or GED,1,1,0
39,Private,Masters,14,Never_married,Sales,Not_in_family,Asian_Pac_Islander,Male,0,0,40,China,<=50K,Master's,4,0,0
40,Self_emp_inc,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,60,United_States,<=50K,Bachelor's,3,1,1
40,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,Black,Male,0,0,40,United_States,>50K,High school or GED,1,1,1
19,Private,HS_grad,9,Never_married,Machine_op_inspct,Other_relative,White,Male,0,0,40,Mexico,<=50K,High school or GED,1,0,0
28,Private,HS_grad,9,Divorced,Handlers_cleaners,Unmarried,White,Female,0,0,36,United_States,<=50K,High school or GED,1,1,0
47,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,60,United_States,>50K,Bachelor's,3,1,1
20,Private,Some_college,10,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,20,United_States,<=50K,High school or GED,1,1,0
41,Private,HS_grad,9,Widowed,Exec_managerial,Other_relative,White,Male,914,0,40,United_States,<=50K,High school or GED,1,1,0
29,Private,Some_college,10,Married_civ_spouse,Other_service,Wife,Amer_Indian_Eskimo,Female,0,0,40,United_States,<=50K,High school or GED,1,1,1
40,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,>50K,Bachelor's,3,1,1
61,Private,HS_grad,9,Widowed,Exec_managerial,Not_in_family,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
25,Private,11th,7,Never_married,Craft_repair,Not_in_family,White,Male,0,0,40,Mexico,<=50K,No degree,0,0,0
26,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
43,Private,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,<=50K,Bachelor's,3,1,0
17,Private,7th_8th,4,Never_married,Craft_repair,Not_in_family,White,Male,0,0,45,United_States,<=50K,No degree,0,1,0
43,Local_gov,Masters,14,Divorced,Prof_specialty,Unmarried,Black,Female,9562,0,40,United_States,>50K,Master's,4,1,0
73,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,3471,0,40,England,<=50K,High school or GED,1,0,1
46,Local_gov,Some_college,10,Divorced,Machine_op_inspct,Own_child,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
19,Private,Some_college,10,Never_married,Other_service,Own_child,White,Male,0,0,20,United_States,<=50K,High school or GED,1,1,0
37,Private,HS_grad,9,Divorced,Machine_op_inspct,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
26,Private,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
47,Private,HS_grad,9,Divorced,Sales,Own_child,White,Male,0,1876,40,United_States,<=50K,High school or GED,1,1,0
47,Local_gov,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,<=50K,Master's,4,1,0
29,Private,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,<=50K,Bachelor's,3,1,0
29,Private,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
33,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Own_child,White,Male,0,0,55,United_States,<=50K,Bachelor's,3,1,0
20,Private,HS_grad,9,Never_married,Transport_moving,Other_relative,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
28,Private,10th,6,Married_civ_spouse,Craft_repair,Wife,Other,Female,0,0,48,Guatemala,<=50K,No degree,0,0,1
26,Private,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,45,Unknown,<=50K,Bachelor's,3,0,0
41,State_gov,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,<=50K,Master's,4,1,1
67,Unknown,7th_8th,4,Married_civ_spouse,Unknown,Husband,White,Male,0,0,40,United_States,<=50K,No degree,0,1,1
43,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,0,0,50,United_States,<=50K,Bachelor's,3,1,1
35,Private,9th,5,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,46,United_States,<=50K,No degree,0,1,1
18,Private,12th,8,Never_married,Other_service,Own_child,White,Female,0,0,25,United_States,<=50K,No degree,0,1,0
55,State_gov,Some_college,10,Divorced,Adm_clerical,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
44,Private,HS_grad,9,Divorced,Machine_op_inspct,Own_child,Black,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
64,Private,HS_grad,9,Widowed,Priv_house_serv,Not_in_family,White,Female,0,0,15,United_States,<=50K,High school or GED,1,1,0
34,Self_emp_not_inc,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,75,United_States,<=50K,Associate's,2,1,1
38,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,60,United_States,>50K,High school or GED,1,1,1
25,Private,HS_grad,9,Never_married,Other_service,Own_child,White,Female,0,0,8,United_States,<=50K,High school or GED,1,1,0
21,Private,Some_college,10,Never_married,Transport_moving,Own_child,Black,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
37,Private,1st_4th,2,Married_civ_spouse,Other_service,Husband,White,Male,0,0,53,Mexico,<=50K,No degree,0,0,1
39,Private,Some_college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
34,Private,Some_college,10,Divorced,Adm_clerical,Not_in_family,White,Female,0,0,50,United_States,<=50K,High school or GED,1,1,0
23,Private,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,45,United_States,<=50K,Bachelor's,3,1,0
54,Private,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,>50K,High school or GED,1,1,1
49,Self_emp_inc,Masters,14,Separated,Exec_managerial,Not_in_family,White,Male,0,0,70,United_States,>50K,Master's,4,1,0
25,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,1
51,Private,Assoc_acdm,12,Married_civ_spouse,Sales,Husband,White,Male,0,0,50,United_States,<=50K,Associate's,2,1,1
29,Private,HS_grad,9,Never_married,Farming_fishing,Unmarried,White,Male,0,0,35,United_States,<=50K,High school or GED,1,1,0
27,State_gov,Bachelors,13,Married_civ_spouse,Protective_serv,Wife,Black,Female,0,0,48,United_States,<=50K,Bachelor's,3,1,1
53,Private,HS_grad,9,Married_civ_spouse,Priv_house_serv,Other_relative,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
68,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,55,United_States,>50K,Bachelor's,3,1,1
56,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,>50K,High school or GED,1,1,1
30,Private,Doctorate,16,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,40,Unknown,<=50K,Doctorate,6,0,0
24,Private,HS_grad,9,Divorced,Sales,Unmarried,Amer_Indian_Eskimo,Female,0,0,48,United_States,<=50K,High school or GED,1,1,0
70,Unknown,9th,5,Widowed,Unknown,Unmarried,White,Female,0,0,25,United_States,<=50K,No degree,0,1,0
24,Private,Some_college,10,Never_married,Sales,Own_child,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
74,Unknown,Assoc_acdm,12,Widowed,Unknown,Not_in_family,White,Female,0,0,20,United_States,<=50K,Associate's,2,1,0
23,Unknown,Some_college,10,Never_married,Unknown,Not_in_family,White,Female,0,0,25,United_States,<=50K,High school or GED,1,1,0
41,Local_gov,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,55,United_States,<=50K,Master's,4,1,1
45,Private,HS_grad,9,Never_married,Sales,Own_child,White,Female,0,0,19,United_States,<=50K,High school or GED,1,1,0
35,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
21,Private,HS_grad,9,Never_married,Handlers_cleaners,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
45,Private,11th,7,Separated,Adm_clerical,Unmarried,Black,Female,0,0,25,United_States,<=50K,No degree,0,1,0
18,Private,11th,7,Never_married,Sales,Not_in_family,White,Female,0,0,30,United_States,<=50K,No degree,0,1,0
49,Private,Bachelors,13,Never_married,Priv_house_serv,Not_in_family,White,Male,0,0,25,United_States,<=50K,Bachelor's,3,1,0
49,Private,Assoc_voc,11,Separated,Prof_specialty,Own_child,White,Female,0,0,36,United_States,<=50K,Associate's,2,1,0
45,Local_gov,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,37,United_States,<=50K,Bachelor's,3,1,1
27,Private,HS_grad,9,Never_married,Handlers_cleaners,Other_relative,Asian_Pac_Islander,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
28,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,Asian_Pac_Islander,Male,0,0,40,Philippines,<=50K,High school or GED,1,0,1
35,Private,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,45,United_States,>50K,Bachelor's,3,1,1
33,Private,Some_college,10,Never_married,Machine_op_inspct,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
35,Private,11th,7,Married_civ_spouse,Sales,Husband,White,Male,0,0,35,United_States,<=50K,No degree,0,1,1
19,Private,HS_grad,9,Never_married,Craft_repair,Other_relative,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
33,Private,Some_college,10,Never_married,Other_service,Not_in_family,White,Female,0,0,28,United_States,<=50K,High school or GED,1,1,0
28,Private,HS_grad,9,Divorced,Sales,Not_in_family,Amer_Indian_Eskimo,Male,14084,0,40,United_States,>50K,High school or GED,1,1,0
49,Private,Some_college,10,Married_spouse_absent,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
61,Unknown,HS_grad,9,Married_civ_spouse,Unknown,Husband,White,Male,0,2603,32,United_States,<=50K,High school or GED,1,1,1
39,Self_emp_inc,Some_college,10,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,25,United_States,<=50K,High school or GED,1,1,1
22,Private,HS_grad,9,Separated,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
42,Private,10th,6,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K,No degree,0,1,1
22,Private,Some_college,10,Never_married,Adm_clerical,Own_child,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
18,Private,HS_grad,9,Never_married,Craft_repair,Own_child,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
49,Local_gov,9th,5,Widowed,Handlers_cleaners,Unmarried,White,Male,0,2231,40,United_States,>50K,No degree,0,1,0
33,Self_emp_inc,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,Cuba,>50K,Doctorate,6,0,1
28,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,45,United_States,<=50K,High school or GED,1,1,1
42,Private,7th_8th,4,Married_spouse_absent,Prof_specialty,Other_relative,White,Male,0,0,35,Puerto_Rico,<=50K,No degree,0,0,0
20,Private,Some_college,10,Never_married,Other_service,Own_child,White,Male,2176,0,25,United_States,<=50K,High school or GED,1,1,0
50,Local_gov,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,48,United_States,<=50K,High school or GED,1,1,1
32,Private,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,>50K,High school or GED,1,1,1
31,Federal_gov,HS_grad,9,Separated,Handlers_cleaners,Unmarried,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
29,Private,Assoc_voc,11,Never_married,Other_service,Not_in_family,Black,Male,0,0,40,United_States,<=50K,Associate's,2,1,0
46,Federal_gov,Some_college,10,Married_civ_spouse,Other_service,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
32,Self_emp_inc,Doctorate,16,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,77,United_States,<=50K,Doctorate,6,1,0
61,Private,HS_grad,9,Widowed,Adm_clerical,Unmarried,White,Female,0,0,24,United_States,<=50K,High school or GED,1,1,0
43,Self_emp_not_inc,11th,7,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,55,United_States,<=50K,No degree,0,1,1
35,Private,HS_grad,9,Never_married,Handlers_cleaners,Not_in_family,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
39,State_gov,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,<=50K,Bachelor's,3,1,1
